pt_mu1,pt_mu2,pt_fjt,M_fjt,S_T,MET,DR_fjt_mu1,DR_fjt_mu2,DR_mu1_mu2
717.386,193.949,436.077,75.162,1651.48,130.176,3.15072,1.27568,2.74023
620.196,79.9273,402.712,111.868,1160.33,285.309,3.63573,3.08425,2.12777
793.388,379.4,566.21,133.953,1822.17,54.1301,2.74767,0.994996,2.67638
730.322,176.222,849.611,221.467,2311.86,36.8594,2.74944,1.18175,2.80352
600.881,78.3806,502.22,17.427,1639.39,185.486,3.28812,1.36654,2.33738
793.226,30.7304,621.128,70.2092,1658.43,26.7226,3.21396,2.36131,2.78713
444.989,234.272,130.169,24.9309,964.557,82.9194,2.58127,3.27455,4.33602
1000.29,249.618,647.249,85.5317,2250.7,210.631,2.98339,1.25706,2.37412
956.536,794.398,96.0051,15.122,1988.22,67.5505,3.17252,0.0142892,3.16384
584.146,129.051,579.203,185.777,1693.34,81.6736,2.73278,1.61954,2.39933
780.757,248.747,657.468,144.829,1720.42,96.6368,2.97554,1.16724,2.93909
766.471,543.506,389.31,139.814,1712.51,129.626,2.64147,0.989411,2.88093
312.893,312.243,150.569,36.1869,885.963,33.6374,1.45949,3.95769,3.72666
983.958,43.7754,991.601,301.31,2063.24,39.5661,3.15006,2.62556,0.545511
1002.06,345.235,384.687,96.1683,1875.52,179.803,3.26752,0.676749,3.15994
365.856,126.871,253.186,26.8381,922.582,32.8742,3.76629,0.884895,4.14164
856.563,590.489,352.592,77.37,1813.11,104.998,3.04921,0.879696,3.01498
825.801,53.8856,760.931,64.9407,1704.1,9.99869,3.16419,1.88118,2.90817
619.968,528.603,158.595,39.2083,1321.06,11.6195,3.00615,0.737089,3.45901
496.859,136.152,488.178,82.66,1162.08,26.0619,3.59707,1.05401,3.13574
275.219,213.606,345.488,62.1145,1210.7,16.295,2.40218,3.81195,3.49506
768.027,678.111,90.8214,10.8394,1586.61,44.0061,2.12971,1.47136,3.41577
611.29,204.617,394.551,26.3232,1420.2,72.3955,3.03174,0.813375,3.48189
919.864,258.59,566.002,72.8242,2026.22,122.386,2.84774,1.04323,2.79715
779.067,235.932,482.64,157.86,1504.92,171.617,3.33997,1.31686,2.54198
689.727,279.577,229.062,32.1557,1270.08,123.319,3.02155,1.32205,3.51979
860.573,624.18,221.858,30.5529,1783.74,18.6199,2.90105,0.942613,3.06224
728.081,521.165,115.353,8.373,1495.16,107.92,3.50097,0.74695,3.16577
1197.17,650.681,299.408,15.2519,2157.18,253.138,2.95232,0.850152,3.02778
767.483,522.19,184.542,15.6039,1577.73,28.7376,2.87384,0.922815,3.48247
879.976,56.7952,837.54,242.371,1978.98,36.0219,3.04055,2.25558,1.01112
942.906,159.227,716.256,41.4685,2541.67,337.82,2.57152,0.997303,2.79071
1018.56,731.133,134.446,11.0878,2086.85,183.884,2.85486,0.850498,3.06004
518.511,225.437,232.167,52.6149,1427.25,42.2314,3.6243,1.44365,3.14995
932.123,391.728,631.277,207.458,2265.57,23.9286,3.09248,0.823828,2.40489
855.825,782.847,121.189,12.1151,1802.64,162.31,1.55972,1.7694,3.02182
841.416,446.461,229.172,29.553,1838.01,29.0614,3.11915,0.785619,3.34031
444.131,433.854,71.9002,16.9151,1050.51,28.0753,3.6217,2.15584,3.82747
867.885,113.475,885.392,59.6556,2030.39,36.6331,3.13214,1.01214,2.70742
460.733,198.642,217.883,30.2539,910.875,66.668,3.71495,1.16994,3.4844
462.043,217.93,325.68,42.4829,1151.72,61.3149,3.51418,1.25,3.14281
771.337,743.884,273.261,62.4163,1923.75,313.237,0.819852,2.75774,3.14285
697.662,261.769,210.354,28.7947,1372.26,39.8381,3.08353,1.63608,3.76104
680.643,215.001,524.662,83.7402,1618.72,157.178,3.21934,1.47346,2.51165
653.172,408.004,274.973,83.991,1526.29,45.2072,3.07113,2.01508,3.5295
1010.17,813.478,194.901,44.2972,2207.21,80.9809,2.5383,3.16365,2.90445
771.698,49.6193,625.548,135.899,1699.53,18.7444,3.38279,1.4827,3.18689
891.448,280.55,630.424,204.963,1806.66,49.7192,3.20148,1.06497,2.86912
784.089,252.04,502.483,38.1524,1619.63,71.3432,3.12051,1.30309,2.91847
631.863,145.21,491.901,45.7268,1415.87,30.1932,3.68427,0.56395,3.43891
952.128,330.652,575.855,209.213,1907.66,158.526,2.91405,0.938921,2.65016
690.549,116.212,536.364,189.072,1494.3,28.5672,3.43943,1.71171,2.48034
705.739,125.06,738.508,140.727,1635.71,28.257,3.17959,1.66099,1.82337
932.001,105.638,796.008,278.364,2068.04,89.9659,3.01231,1.35371,2.39179
1112.25,444.539,885.168,75.477,2927.65,9.21535,2.46988,2.1851,2.85721
565.128,240.005,288.49,42.8378,1353.09,28.9797,3.46359,1.09994,3.58087
530.779,118.252,1001.26,278.75,2623.13,6.77648,3.21858,1.23666,2.21843
936.899,266.568,468.642,65.4253,1797.17,164.912,3.19385,0.847529,2.88268
916.456,152.203,331.209,97.4709,1525.43,428.11,2.93745,1.36425,2.59615
480.698,359.457,163.396,11.8456,1058.52,20.9745,4.01337,1.20427,3.63794
743.326,52.0449,510.635,85.8636,1441.82,110.099,3.51277,1.84542,2.01259
770.395,305.744,445.406,144.095,1712.84,16.9163,2.83347,1.01555,3.15299
1255.68,556.177,303.721,33.6585,2296.34,333.628,3.00161,0.569483,2.91429
392.164,269.963,249.974,73.2733,924.659,6.78879,4.13219,1.88276,3.20711
968.382,504.406,398.793,36.7122,1951.48,52.891,2.80913,0.69391,2.82586
601.445,355.117,281.802,36.0118,1316.95,80.5059,3.05751,1.42223,3.48808
728.931,284.575,600.267,203.854,1823.6,156.336,3.00237,0.886809,3.28491
847.564,156.636,338.788,25.4823,1714.21,141.681,3.07665,1.18851,3.1625
680.061,476.641,165.929,19.8928,1439.12,41.6465,3.21617,0.623875,3.30762
559.995,446.684,250.726,58.7165,1308.23,6.18898,3.5059,0.721924,3.47242
647.983,263.482,273.077,27.2971,1549.52,102.967,3.45389,0.676933,2.7941
473.413,184.819,419.805,69.5147,1171.44,45.3185,3.55321,1.32465,3.30168
1004.42,228.084,604.064,98.0328,2030.18,146.15,3.22444,1.01569,2.73155
496.29,269.162,578.993,171.909,1924.08,28.6394,2.88126,1.2312,3.51421
931.409,762.402,64.7272,23.0918,1916.97,66.1605,1.78414,2.55354,3.20492
490.045,430.287,449.905,0.267249,1858.23,32.9943,2.81196,1.11179,3.12998
848.472,304.084,323.365,45.4167,1620.72,233.879,2.96214,0.920111,3.0226
721.336,423.452,326.839,62.0096,1580.15,102.408,2.80394,0.663835,3.06638
966.705,556.527,201.92,44.1301,1737.15,131.108,2.5986,1.20747,3.11736
728.684,73.4531,628.305,30.8417,1465.72,100.144,3.1476,2.33347,1.64457
401.46,400.167,148.345,24.9451,1150.21,61.9786,3.05366,1.4902,3.8865
818.787,362.234,205.769,99.1329,1508.39,310.444,2.8402,0.826109,2.67958
781.731,144.086,348.143,25.5869,1787.76,40.8377,2.7955,1.01742,2.49931
555.395,30.5637,421.724,92.1447,1097.85,60.5254,3.44785,1.65555,2.62119
878.101,443.518,267.261,28.4497,1663.02,110.41,3.33605,0.706748,3.17663
978.906,253.105,529.959,60.7665,1790.51,200.651,3.05902,0.732381,3.00754
727.594,384.149,398.8,17.9332,1544.78,45.9101,2.84029,1.18969,2.95006
993.257,679.686,140.938,16.2795,1875.8,147.819,2.41731,1.0417,3.02832
1138.24,51.476,844.463,140.062,2098.2,302.689,3.08561,3.03384,0.613854
858.193,28.6354,740.104,238.047,1679.92,123.675,3.12357,2.95041,0.967871
604.17,469.217,212.377,30.0822,1320.29,38.7757,3.33266,1.20442,3.2805
584.904,240.182,394.212,101.82,1380.76,31.9677,2.97481,1.33629,3.67606
771.21,715.834,195.029,32.9884,1920.76,39.5921,0.986825,2.50534,3.05723
645.514,129.205,581.536,130.375,1377.82,6.19381,3.44816,1.65762,2.11819
780.439,423.262,267.551,100.904,1556.24,16.8844,3.38614,0.981891,3.15631
901.764,144.395,812.357,300.125,2009.35,24.3968,3.07754,0.852861,2.96787
880.599,444.086,393.201,24.9661,1857.32,65.7614,3.14683,0.798118,3.11721
469.494,107.85,561.725,128.543,1184.68,56.805,3.77922,2.21714,1.98757
868.229,330.325,578.799,46.2743,1783.57,31.8969,3.28696,1.1341,3.08479
375.92,141.564,305.393,42.1109,854.01,26.825,3.52035,1.69081,4.25286
687.029,452.036,128.347,35.7631,1392.49,71.694,2.672,1.09524,3.63161
678.162,77.0801,716.043,155.783,1510.93,54.0098,3.30935,1.79693,1.83948
720.938,85.2658,629.461,44.8125,1570.17,75.9272,3.33793,1.04028,2.49227
778.197,497.995,255.908,77.3831,1997.46,135.173,3.46729,1.37432,2.9047
417.107,99.9414,524.113,36.196,1406.95,17.3761,3.81846,1.20735,4.14537
503.565,153.396,297.265,99.79,1280.92,65.5989,3.43223,0.910569,4.04587
902.297,190.892,607.691,46.9187,1816.21,48.0203,2.91395,0.792475,2.68456
518.55,139.06,440.652,150.234,1295.19,17.1753,3.31891,1.72609,3.18166
725.986,595.272,121.362,18.8776,1475.46,51.578,1.8651,2.18568,3.39921
966.51,354.968,649.619,63.4767,2260.79,174.005,2.72184,0.905297,2.66427
362.505,229.879,145.476,17.7456,864.091,66.2519,4.63436,1.75846,3.6477
839.794,94.8176,828.739,310.903,1866.5,51.6417,3.07417,1.47264,2.18023
1123.43,118.48,543.574,81.9574,2102.1,199.517,3.01845,1.28124,2.22006
1053.12,295.841,727.663,96.5223,2494.7,142.793,2.86283,0.972225,2.66791
920.467,173.673,485.545,141.177,2345.15,226.037,1.88672,2.32797,2.31369
391.596,21.4703,334.332,64.5181,975.015,34.9134,3.70759,2.44086,3.52834
607.219,369.862,211.037,38.4836,1418.32,78.1655,3.34954,1.25657,3.19515
708.92,231.598,372.209,50.0297,1660.83,5.88906,2.87741,1.12244,3.03483
925.217,512.888,181.279,26.7801,1748.95,186.727,3.30877,0.684917,3.12145
649.607,275.827,589.224,234.062,1746.03,15.6457,3.10547,1.14282,2.80298
501.933,217.586,261.063,23.1748,1105.03,32.303,3.43451,0.997704,3.51776
980.692,202.282,372.122,60.4885,2029.93,108.741,2.96653,0.899067,2.84022
825.563,289.65,726.539,158.851,1883.78,90.8357,2.86192,1.03524,2.49802
681.3,249.922,368.899,42.6622,1475.27,62.5569,2.96356,1.29021,2.6109
446.152,183.106,234.438,27.2248,1184.54,10.9659,3.74824,1.56162,3.25127
682.201,430.426,570.934,220.179,1970.55,70.9885,2.88828,0.799683,2.7176
884.019,165.423,594.551,126.018,1769.23,80.6341,3.17152,1.17266,3.52445
769.897,230.946,602.953,66.987,2273.18,60.9407,2.23448,1.49007,3.43049
283.227,58.1019,284.708,70.4498,1013.51,40.2098,3.45396,2.83647,4.0331
760.876,599.056,301.952,105.05,1862.37,47.5468,2.99545,1.00509,2.87317
794.27,88.1089,502.887,52.7784,1550.56,156.505,3.05079,1.66589,2.9652
1104.16,394.755,300.958,18.6462,2060.43,243.167,2.53498,0.703708,3.08117
665.994,486.386,154.698,40.8438,1416.71,17.6464,2.54647,1.16618,3.30912
700.112,529.404,261.818,43.5476,1585.93,27.1244,2.86482,1.29123,3.41653
780.429,216.259,634.785,110.06,1807.46,145.293,3.13097,1.00941,2.81927
1010.6,251.324,662.619,189.852,1939.42,123.842,3.16207,1.03803,2.9623
955.589,147.167,844.946,317.173,1972.24,46.4337,2.9948,1.08484,2.24861
972.836,801.165,133.748,11.3676,1952.58,73.6529,2.47521,0.834046,3.05049
1194.13,31.4935,937.503,355.049,2270.81,217.451,3.12556,2.53757,1.37072
859.708,546.153,511.498,75.897,2154.98,64.4526,2.40474,0.873541,3.0983
904.97,526.094,282.134,32.5379,1851.34,10.9189,2.62139,0.818613,2.87988
888.246,136.584,869.285,42.1003,1898.96,22.4324,3.0719,1.54521,1.8889
831.932,237.125,645.366,63.4499,1746.28,26.4222,3.09499,1.24752,2.28655
813.01,304.611,475.812,39.0106,1710.22,19.3804,3.37268,0.645006,3.04521
705.449,94.6292,536.202,25.1775,1475.27,37.2649,3.22965,0.663294,3.75383
1106.55,187.233,565.772,54.943,2075.11,359.252,2.97321,1.12536,2.56822
823.879,278.613,589.523,134.789,1684.42,62.8097,2.83587,1.10908,2.42849
768.822,528.413,553.672,133.47,2391.72,105.977,2.98806,0.89391,2.17118
714.845,300.02,333.776,18.0055,1391.88,94.2725,3.09552,1.26847,3.51801
688.568,193.663,461.14,72.0523,1470.29,45.4713,3.41623,1.12752,2.62778
869.277,71.6835,394.702,49.9291,1733.93,259.949,3.39253,2.02524,1.37786
1204.98,552.324,455.543,92.0809,2838.49,226.118,2.39912,0.960017,3.18704
461.216,301.336,192.756,59.4426,1065.78,43.9103,3.13654,1.79867,3.82213
369.222,121.414,416.497,0.109094,1225.2,45.989,2.59203,1.80517,2.1725
888.078,267.709,473.476,129.819,1681.86,70.648,3.26284,1.01602,3.00755
899.043,551.717,242.629,65.7107,1992.8,110.122,3.03484,0.887078,2.76832
673.694,552.118,152.047,23.6358,1523.59,18.1697,2.34267,1.37493,3.56353
730.836,114.865,547.818,77.3403,1570.22,60.0981,3.18296,1.83054,2.1248
1002.84,620.611,389.318,36.9316,2378.16,63.87,3.1336,0.812052,2.65865
775.791,235.386,405.015,154.144,1670.03,51.035,2.95156,1.1644,2.65932
722.783,69.518,769.232,280.187,1792.55,22.4398,3.30041,2.191,1.62533
956.802,178.337,667.562,132.054,1835.2,217.641,3.14754,1.42952,2.45522
928.273,572.521,211.93,69.843,1802.08,70.0726,2.8958,1.28271,3.082
775.441,208.723,337.343,-0.0763161,1796.89,17.6157,2.80437,3.22474,3.75197
506.479,381.837,238.641,73.5826,1281.62,113.425,3.37004,0.933302,3.41739
950.447,838.706,48.8662,10.483,1841.65,92.4509,2.9741,1.42493,3.1444
266.74,71.4586,322.245,115.958,1218.62,28.0754,3.67493,2.60405,2.05487
706.276,370.018,267.917,22.9955,1366.64,92.7453,3.18315,1.30881,3.81565
564.877,441.37,153.173,15.081,1455.04,82.2295,3.92847,1.02885,3.38143
462.151,159.436,371.634,20.4653,1139.04,42.6004,3.88737,1.6422,2.86822
659.106,363.97,244.501,37.0723,1436.66,62.2568,3.18978,0.899771,3.47515
406.581,357.335,80.8757,7.31082,897.553,9.43598,2.7452,2.12393,4.28586
364.609,180.07,255.43,20.0817,930.281,80.6302,4.09951,1.90109,3.33961
648.41,159.852,1170.5,278.427,3058.07,113.264,2.60533,0.79838,3.03814
822.567,84.8322,510.799,12.3226,1492.32,165.494,3.4865,0.255812,3.23085
1006.07,350.28,621.948,149.107,2006.57,149.695,2.89615,1.03545,2.71749
961.787,828.749,68.3687,16.702,1867.37,162.252,1.30574,2.06354,3.19771
562.043,267.425,330.606,30.8561,1409.8,22.3107,3.53709,0.737236,3.9957
849.277,193.0,759.457,45.9549,1815.19,12.0997,3.09194,1.02139,2.45855
491.212,71.3431,618.488,27.1754,1189.87,74.0771,3.64188,2.93425,2.25804
784.757,101.308,904.366,155.802,1873.06,84.186,3.00934,1.71342,1.57601
1112.07,719.033,192.321,17.365,2204.44,155.022,3.10336,0.833166,3.00966
1013.64,394.273,562.458,157.368,2023.06,142.28,2.85624,0.965303,2.59484
588.192,357.463,216.975,36.2026,1232.89,48.4614,2.73896,1.51109,3.69187
789.347,478.892,109.129,0.0270031,1506.86,100.963,3.33077,0.0081097,3.33469
337.429,137.428,660.212,13.313,1584.02,42.1217,2.93711,1.96476,2.88697
441.177,375.068,109.448,7.90393,1108.2,44.5979,1.18199,3.22726,4.04254
1081.62,55.125,932.378,209.834,2124.96,176.233,3.16241,2.77843,0.4915
725.299,242.074,620.519,48.7852,1612.74,81.4132,3.05517,1.05578,2.72074
779.212,688.802,550.55,73.8269,2590.91,298.927,3.0135,1.01384,3.06729
929.89,148.096,752.301,308.248,1961.82,8.919,3.09491,1.0658,2.19466
1012.44,633.255,343.133,76.071,2133.12,32.6126,2.8406,0.823879,2.92379
481.814,260.71,432.394,69.2423,1626.89,82.6074,3.69227,1.02826,2.9264
792.851,87.5314,706.538,209.148,1756.48,156.371,3.29223,1.7082,1.59961
1057.17,45.8423,871.4,333.777,2233.61,103.414,3.00968,0.848726,2.16517
848.772,349.252,660.429,201.601,1902.56,154.879,3.04179,0.910453,2.95245
407.743,203.238,286.63,15.165,1178.21,141.0,3.22848,0.921579,3.92445
556.313,537.951,280.265,56.6316,1818.48,269.322,1.01382,3.73188,2.75659
809.644,445.546,147.439,68.2803,1472.06,189.687,3.33429,0.13592,3.30298
831.236,615.066,218.513,14.8331,1765.31,32.3466,2.98455,0.695577,3.12428
912.44,490.049,637.741,152.244,2281.9,64.9423,3.10812,1.23511,2.74637
493.139,432.267,225.477,21.7943,1202.76,46.267,3.17044,1.09258,3.57467
604.161,82.1666,372.796,31.1121,1204.81,88.5349,3.11958,1.79921,3.20382
821.556,107.043,646.824,154.134,1807.76,51.6241,3.09924,1.37188,3.42893
891.532,393.049,487.003,52.9842,1837.33,33.4525,2.96298,0.55422,2.95099
906.239,132.25,578.787,121.863,1754.16,120.56,2.95204,0.971978,3.08956
616.125,347.917,337.68,80.4205,1312.06,30.0272,3.45912,1.40082,2.94726
913.307,687.042,239.214,15.9651,1878.61,10.4708,2.54554,0.910583,2.96451
970.049,311.272,453.966,49.9935,1889.64,116.385,3.08334,0.806805,3.21434
614.597,592.384,68.1224,13.4629,1330.22,81.7811,2.79563,1.61387,3.51771
617.646,421.13,85.1211,17.9434,1160.56,210.695,1.78969,2.1145,3.56639
490.947,125.65,262.065,43.4,1088.09,19.4901,3.67563,1.24589,3.85292
804.124,185.471,528.42,154.167,1526.09,198.448,3.16688,1.27873,2.63657
938.741,468.657,299.282,29.8963,1706.34,222.055,2.81781,0.977398,2.97582
375.434,359.587,61.2248,7.41926,855.735,58.7432,2.0102,4.49695,3.56706
808.418,287.539,430.846,27.2001,1686.07,23.835,2.99296,0.658531,2.66887
872.079,623.875,122.593,5.63989,1746.81,48.6649,2.45636,0.968291,3.10992
1157.02,458.742,329.776,46.8293,2136.2,287.235,2.85883,0.966345,2.93837
584.936,110.427,551.837,215.606,1367.49,46.3592,3.53634,2.01588,2.9571
809.621,318.888,335.158,25.8116,1481.43,181.007,2.80546,1.06571,2.61818
892.356,551.98,241.259,58.403,1820.23,84.9769,3.11176,0.558246,2.81911
942.279,149.778,800.817,205.9,1942.22,30.0131,3.14834,0.86212,2.70605
754.773,275.121,592.25,180.861,1768.42,27.2742,3.02028,0.987982,2.97134
888.935,136.144,760.982,207.461,1923.56,5.61892,3.20972,1.39727,2.26289
815.911,641.896,264.925,92.4555,1885.05,149.985,3.49648,1.21214,2.93898
561.657,168.023,315.023,31.7973,1400.61,27.687,3.37845,0.947798,2.56578
856.354,156.447,761.767,27.9212,1867.03,54.7428,2.92769,0.985368,2.76315
683.567,528.21,165.853,27.1828,1418.35,104.382,3.28804,1.23217,3.04465
1103.87,35.3317,510.192,130.168,2132.35,166.791,3.18533,2.88637,0.757292
1075.81,282.171,762.148,147.373,2153.39,107.459,2.85735,1.07641,2.38782
811.668,749.002,237.719,61.4447,2030.24,28.0754,2.82895,1.9338,3.14538
811.077,265.166,367.226,18.071,1637.33,41.5381,3.09558,0.682624,3.15531
981.358,468.58,293.543,33.1462,1953.03,69.7266,2.77596,0.856915,3.02205
941.184,84.2691,841.976,263.232,1954.95,10.9681,3.08095,1.52272,2.50157
835.656,192.129,815.91,187.374,2108.86,50.6904,2.93327,1.17638,2.98026
580.218,333.587,260.867,18.7525,1342.62,15.9598,3.10709,0.777154,3.74844
577.717,164.271,422.091,30.7475,1350.16,68.3429,3.42386,0.657015,2.9827
411.267,300.973,210.422,45.1815,1025.88,13.3753,3.33091,1.38295,3.77737
810.175,752.563,160.674,12.1445,1837.62,186.429,0.825618,2.43179,3.08914
582.751,290.118,229.089,19.7806,1353.49,67.2701,3.52339,0.890564,3.28225
736.158,473.997,311.24,36.5652,1715.3,14.442,2.97291,0.910374,2.97523
920.519,524.383,475.019,183.735,2051.59,27.3635,2.65191,0.834138,2.80609
645.703,394.965,519.093,94.7892,1821.63,243.606,3.08755,0.640554,2.77339
354.367,263.044,135.399,28.1416,863.584,24.2842,2.08935,3.89068,4.3731
763.847,433.779,475.97,75.653,1658.88,72.7053,3.27196,0.979771,3.06189
870.028,114.15,827.391,190.55,2079.08,36.231,2.78834,1.64813,1.97048
1059.27,70.8794,778.511,54.3338,2988.49,300.243,2.53074,0.57301,2.68617
702.568,344.045,233.228,23.4977,1343.4,202.459,3.19114,0.782311,3.01109
781.137,26.6173,796.275,49.2917,1673.59,39.3483,3.32311,1.50756,1.91898
542.56,175.899,309.875,49.8066,1319.68,44.4224,3.63596,0.772352,3.54577
1132.5,829.45,184.921,21.8762,2158.05,175.921,2.66878,1.29804,2.96923
523.073,205.135,415.55,18.72,1351.42,20.1375,3.92041,0.805675,3.21147
898.34,728.273,204.026,37.8487,2177.47,91.8913,3.24814,1.19502,2.89888
587.627,143.401,518.437,201.146,1320.22,56.3608,3.44575,1.46493,4.1869
1048.53,344.85,556.894,178.866,2074.62,219.726,3.02914,0.935094,2.8879
476.367,373.982,179.949,12.142,1232.13,62.6381,3.13706,1.36524,3.27967
520.226,460.128,108.631,14.5882,1121.94,32.2958,3.2166,1.58959,4.01433
1160.65,452.519,579.771,138.871,2182.73,170.562,2.87058,0.800834,2.87265
769.822,560.603,436.399,110.945,1826.84,85.2651,2.7244,0.973468,2.90792
854.779,216.072,687.975,252.956,1937.43,112.2,2.95755,0.960194,2.98842
989.903,521.736,223.286,23.1453,1903.1,229.813,2.61163,1.90078,2.6022
605.394,82.201,542.65,75.8733,1359.49,130.847,3.19896,1.6087,3.91097
701.106,311.099,514.284,32.6327,1820.52,209.975,3.04844,0.747579,3.20848
678.315,317.34,497.448,52.1987,1883.59,265.487,2.63878,0.650886,3.07642
678.426,22.0511,883.082,109.602,2009.95,27.8644,2.99518,2.55933,1.33006
873.494,643.659,431.129,35.1,1959.55,112.479,2.68477,1.02243,2.89877
716.519,23.4586,848.033,212.019,1924.91,110.148,3.01514,3.57543,1.28059
664.323,525.321,210.756,26.5767,1471.34,12.6503,3.24282,0.561988,3.2592
781.163,178.587,609.584,100.903,1797.33,14.1809,2.75611,1.39401,3.30427
723.127,301.104,606.547,138.044,1750.61,155.336,3.17038,1.43654,3.50831
599.028,242.357,559.974,153.036,1580.93,26.8335,3.63518,1.38212,2.91017
588.484,47.8526,427.017,104.216,1225.1,126.631,3.18706,3.19259,2.24527
916.403,405.192,505.669,128.715,2258.2,22.6534,2.55562,1.03127,2.73682
1066.76,631.948,457.943,90.857,2230.01,86.0424,2.61502,1.22547,2.67256
292.034,148.559,379.275,141.097,1136.68,9.16443,3.85064,2.40567,4.1652
190.956,132.734,144.438,17.3171,770.601,38.0049,3.16164,2.1789,4.68422
785.926,224.884,350.167,19.939,1781.13,99.4027,2.96477,0.778153,3.2171
710.5,248.359,383.397,65.8004,1505.69,120.62,3.20752,1.32682,2.73886
867.054,97.4318,731.032,233.4,2013.64,57.2177,2.87098,1.35715,3.22465
730.422,512.279,446.298,-0.132317,1777.74,19.1382,2.69262,1.10393,2.8265
861.964,50.6036,898.62,242.707,1810.64,17.2968,3.13532,1.82998,2.06157
639.412,185.047,271.545,52.0478,1532.02,19.5185,2.63712,2.6096,3.91925
402.892,195.608,449.7,147.29,1351.24,54.5871,3.18757,2.61752,2.99131
543.853,347.274,109.851,9.76556,1224.8,81.2549,3.33526,0.904716,3.98174
886.899,336.511,238.541,45.0393,1938.7,33.6052,2.31505,1.16108,3.20812
790.609,180.733,717.357,179.588,1847.96,39.686,3.13488,1.02206,2.27672
846.382,438.876,475.841,72.4433,1905.13,26.8531,2.75415,0.784012,2.99208
797.153,335.483,401.471,36.2295,1814.83,67.3866,3.32566,0.618459,2.71627
742.674,20.4524,859.791,237.492,1658.3,113.08,3.22161,3.39679,1.47434
1134.63,194.941,587.985,99.1345,1939.12,353.122,3.03445,0.948674,2.73355
671.453,90.1144,778.567,119.656,1586.95,32.2283,3.28981,2.31015,1.61839
892.833,430.263,264.307,89.2815,1804.05,149.199,3.07592,0.672756,3.24109
609.158,216.788,448.321,19.4645,1317.26,10.1418,3.40004,0.989599,2.94749
970.461,37.3633,805.928,82.9716,1987.83,29.035,3.12107,1.94745,1.33876
1040.24,201.847,360.204,46.306,1970.52,369.032,3.61611,0.833512,2.78386
919.233,352.444,522.851,40.5689,1948.41,87.6818,2.9103,1.12904,2.73465
901.818,163.25,682.904,243.142,1826.26,77.1158,3.06988,1.0826,3.29648
652.42,58.5231,846.323,166.093,1742.85,30.5033,3.26898,2.3684,1.22085
792.177,161.284,487.404,130.209,1607.99,136.994,3.4885,1.50454,2.2669
519.732,270.959,218.457,61.3754,1227.1,4.06676,3.46935,1.12619,3.29478
521.519,409.532,203.799,28.3533,1189.62,16.6532,3.35193,1.21322,3.40578
794.101,498.957,125.261,38.2695,1479.35,255.188,2.80502,1.0776,3.07242
997.269,612.635,365.917,110.696,2034.03,97.6025,3.04116,1.01324,2.96116
758.06,658.012,234.596,20.844,1686.32,85.7501,3.30714,0.510154,3.21984
688.879,217.975,718.521,66.8696,1896.98,129.499,3.13156,0.977643,2.74996
789.104,666.277,182.241,17.475,1753.71,51.0568,3.35143,0.889122,3.19335
583.367,515.432,177.608,20.3129,1406.24,191.491,2.79779,0.955765,3.2629
928.09,305.59,743.079,61.1071,2073.43,30.1545,2.79079,1.11775,2.59252
1227.09,484.867,372.92,74.4237,2116.93,397.193,2.70828,0.697294,2.88256
865.64,339.092,385.099,74.2424,1949.25,30.6218,2.7752,0.768315,2.76578
1005.82,308.049,758.817,168.4,2147.12,54.2967,2.86155,1.09068,2.38147
637.368,229.535,293.994,101.657,1229.01,75.1054,3.81127,1.63799,2.9461
